Category,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
Metric,0.324,0.273,0.247,0.263,0.389,0.278,0.325,0.343,0.278,0.314,0.287,0.351,0.210,0.248,0.275,0.219,0.247,0.247,0.298,0.292,0.267,0.272,0.246,0.250,0.237,0.304,0.283,0.282,0.247,0.237,0.278,0.380,0.311,0.277,0.364,0.237,0.263,0.282,0.268,0.343,0.251,0.259,0.256,0.304,0.230,0.268,0.262,0.272,0.260,0.235,0.268
