name,shot_made_flag,shot_type,shot_distance,x,y,,
Stephen Curry,0,3PT Field Goal,24,176,175,,
Stephen Curry,0,3PT Field Goal,25,220,124,,
Stephen Curry,0,3PT Field Goal,25,-21,255,,
Stephen Curry,0,3PT Field Goal,24,209,126,,
Stephen Curry,0,3PT Field Goal,23,233,56,,
Stephen Curry,0,2PT Field Goal,21,24,216,,
Stephen Curry,0,3PT Field Goal,25,-127,219,,
Stephen Curry,0,3PT Field Goal,25,-70,246,,
Stephen Curry,0,3PT Field Goal,24,-16,249,,
Stephen Curry,0,3PT Field Goal,25,146,208,,
Stephen Curry,0,2PT Field Goal,16,24,159,,
Stephen Curry,0,3PT Field Goal,27,9,272,,
Stephen Curry,0,3PT Field Goal,26,-166,206,,
Stephen Curry,0,2PT Field Goal,20,-103,173,,
Stephen Curry,0,3PT Field Goal,26,174,201,,
Stephen Curry,0,3PT Field Goal,25,200,164,,
Stephen Curry,0,2PT Field Goal,21,72,203,,
Stephen Curry,0,3PT Field Goal,26,-101,242,,
Stephen Curry,0,2PT Field Goal,19,-149,119,,
Stephen Curry,0,2PT Field Goal,5,-15,53,,
Stephen Curry,0,2PT Field Goal,8,-27,80,,
Stephen Curry,1,3PT Field Goal,26,91,247,,
Stephen Curry,0,3PT Field Goal,28,-34,287,,
Stephen Curry,1,3PT Field Goal,25,147,209,,
Stephen Curry,0,2PT Field Goal,16,122,116,,
Stephen Curry,1,3PT Field Goal,25,144,213,,
Stephen Curry,0,2PT Field Goal,23,94,216,,
Stephen Curry,1,3PT Field Goal,25,21,255,,
Stephen Curry,0,3PT Field Goal,28,146,241,,
Stephen Curry,1,2PT Field Goal,22,129,183,,
Stephen Curry,0,3PT Field Goal,24,-166,186,,
Stephen Curry,0,3PT Field Goal,25,124,225,,
Stephen Curry,0,2PT Field Goal,22,-185,127,,
Stephen Curry,0,3PT Field Goal,28,195,201,,
Stephen Curry,0,3PT Field Goal,25,108,230,,
Stephen Curry,0,3PT Field Goal,25,-149,208,,
Stephen Curry,0,3PT Field Goal,24,173,172,,
Stephen Curry,0,2PT Field Goal,16,-164,0,,
Stephen Curry,0,3PT Field Goal,24,-109,219,,
Stephen Curry,0,3PT Field Goal,26,125,236,,
Stephen Curry,0,2PT Field Goal,20,-163,116,,
Stephen Curry,0,3PT Field Goal,24,59,241,,
Stephen Curry,0,2PT Field Goal,12,0,126,,
Stephen Curry,0,3PT Field Goal,24,-183,159,,
Stephen Curry,0,2PT Field Goal,12,32,116,,
Stephen Curry,0,3PT Field Goal,25,4,250,,
Stephen Curry,0,3PT Field Goal,24,144,201,,
Stephen Curry,0,3PT Field Goal,24,54,241,,
Stephen Curry,0,2PT Field Goal,22,-119,190,,
Stephen Curry,0,3PT Field Goal,25,-10,250,,
Stephen Curry,0,3PT Field Goal,23,-231,4,,
Stephen Curry,0,3PT Field Goal,27,-152,233,,
Stephen Curry,0,2PT Field Goal,18,135,129,,
Stephen Curry,0,3PT Field Goal,27,-7,271,,
Stephen Curry,0,2PT Field Goal,10,18,99,,
Stephen Curry,0,2PT Field Goal,7,62,41,,
Stephen Curry,0,2PT Field Goal,17,-73,157,,
Stephen Curry,0,3PT Field Goal,25,-54,246,,
Stephen Curry,0,3PT Field Goal,24,-175,173,,
Stephen Curry,0,3PT Field Goal,26,29,260,,
Stephen Curry,0,2PT Field Goal,12,-101,72,,
Stephen Curry,0,3PT Field Goal,24,-29,247,,
Stephen Curry,0,3PT Field Goal,25,1,252,,
Stephen Curry,0,3PT Field Goal,24,168,181,,
Stephen Curry,0,2PT Field Goal,20,-207,31,,
Stephen Curry,0,3PT Field Goal,26,209,165,,
Stephen Curry,0,3PT Field Goal,25,-164,200,,
Stephen Curry,0,2PT Field Goal,4,24,37,,
Stephen Curry,0,2PT Field Goal,3,-26,30,,
Stephen Curry,0,3PT Field Goal,25,111,231,,
Stephen Curry,0,3PT Field Goal,26,174,195,,
Stephen Curry,0,3PT Field Goal,25,-32,257,,
Stephen Curry,0,2PT Field Goal,10,32,105,,
Stephen Curry,0,2PT Field Goal,18,-128,140,,
Stephen Curry,0,2PT Field Goal,19,-199,-3,,
Stephen Curry,0,2PT Field Goal,20,124,157,,
Stephen Curry,1,3PT Field Goal,27,211,172,,
Stephen Curry,1,3PT Field Goal,24,-19,246,,
Stephen Curry,0,3PT Field Goal,25,113,233,,
Stephen Curry,0,3PT Field Goal,24,124,216,,
Stephen Curry,0,3PT Field Goal,26,207,165,,
Stephen Curry,0,3PT Field Goal,26,-105,238,,
Stephen Curry,0,3PT Field Goal,26,173,198,,
Stephen Curry,0,3PT Field Goal,26,-76,257,,
Stephen Curry,0,3PT Field Goal,25,181,183,,
Stephen Curry,0,2PT Field Goal,8,-86,4,,
Stephen Curry,0,3PT Field Goal,24,37,242,,
Stephen Curry,0,3PT Field Goal,26,146,222,,
Stephen Curry,0,2PT Field Goal,3,-19,33,,
Stephen Curry,0,3PT Field Goal,25,-131,220,,
Stephen Curry,1,2PT Field Goal,18,-108,149,,
Stephen Curry,0,3PT Field Goal,26,-210,162,,
Stephen Curry,1,3PT Field Goal,24,236,72,,
Stephen Curry,0,3PT Field Goal,25,-207,143,,
Stephen Curry,0,3PT Field Goal,25,-147,213,,
Stephen Curry,1,3PT Field Goal,25,86,236,,
Stephen Curry,1,3PT Field Goal,25,7,258,,
Stephen Curry,1,3PT Field Goal,26,-125,228,,
Stephen Curry,1,3PT Field Goal,25,-23,252,,
Stephen Curry,1,3PT Field Goal,25,135,220,,
Stephen Curry,1,2PT Field Goal,12,-112,53,,
Stephen Curry,0,2PT Field Goal,23,64,224,,
Stephen Curry,0,3PT Field Goal,22,225,0,,
Stephen Curry,0,2PT Field Goal,3,26,19,,
Stephen Curry,0,3PT Field Goal,26,59,260,,
Stephen Curry,0,2PT Field Goal,20,-15,205,,
Stephen Curry,0,2PT Field Goal,21,-89,192,,
Stephen Curry,1,3PT Field Goal,23,233,36,,
Stephen Curry,1,3PT Field Goal,26,-127,228,,
Stephen Curry,1,3PT Field Goal,25,86,244,,
Stephen Curry,0,3PT Field Goal,25,-100,239,,
Stephen Curry,0,3PT Field Goal,26,-209,167,,
Stephen Curry,1,3PT Field Goal,27,-120,250,,
Stephen Curry,0,2PT Field Goal,3,-10,30,,
Stephen Curry,0,3PT Field Goal,26,-188,186,,
Stephen Curry,0,2PT Field Goal,11,-11,115,,
Stephen Curry,1,3PT Field Goal,24,132,201,,
Stephen Curry,1,3PT Field Goal,25,89,238,,
Stephen Curry,1,2PT Field Goal,22,209,94,,
Stephen Curry,1,3PT Field Goal,26,114,235,,
Stephen Curry,1,3PT Field Goal,24,61,238,,
Stephen Curry,1,3PT Field Goal,25,209,138,,
Stephen Curry,0,2PT Field Goal,21,152,154,,
Stephen Curry,0,3PT Field Goal,26,75,258,,
Stephen Curry,0,3PT Field Goal,25,122,222,,
Stephen Curry,0,2PT Field Goal,23,106,205,,
Stephen Curry,0,3PT Field Goal,23,147,189,,
Stephen Curry,0,3PT Field Goal,25,-103,238,,
Stephen Curry,0,3PT Field Goal,25,-86,238,,
Stephen Curry,0,3PT Field Goal,25,-98,236,,
Stephen Curry,1,3PT Field Goal,25,72,242,,
Stephen Curry,0,3PT Field Goal,23,231,-3,,
Stephen Curry,1,2PT Field Goal,10,-103,-2,,
Stephen Curry,1,3PT Field Goal,23,226,71,,
Stephen Curry,1,2PT Field Goal,22,-75,213,,
Stephen Curry,1,3PT Field Goal,26,214,153,,
Stephen Curry,1,3PT Field Goal,23,-232,6,,
Stephen Curry,0,2PT Field Goal,16,151,53,,
Stephen Curry,0,3PT Field Goal,26,125,235,,
Stephen Curry,0,2PT Field Goal,9,75,61,,
Stephen Curry,0,2PT Field Goal,19,125,156,,
Stephen Curry,0,2PT Field Goal,15,-65,140,,
Stephen Curry,0,3PT Field Goal,24,-169,178,,
Stephen Curry,0,3PT Field Goal,23,-229,67,,
Stephen Curry,0,3PT Field Goal,23,234,25,,
Stephen Curry,1,3PT Field Goal,25,116,224,,
Stephen Curry,1,3PT Field Goal,23,-201,131,,
Stephen Curry,1,3PT Field Goal,22,226,-3,,
Stephen Curry,1,2PT Field Goal,20,64,192,,
Stephen Curry,1,3PT Field Goal,23,-235,12,,
Stephen Curry,1,3PT Field Goal,24,92,228,,
Stephen Curry,1,3PT Field Goal,24,-11,241,,
Stephen Curry,0,3PT Field Goal,24,9,246,,
Stephen Curry,0,3PT Field Goal,22,228,14,,
Stephen Curry,0,3PT Field Goal,24,73,233,,
Stephen Curry,0,3PT Field Goal,24,-213,121,,
Stephen Curry,0,2PT Field Goal,15,113,102,,
Stephen Curry,0,3PT Field Goal,25,-144,213,,
Stephen Curry,0,3PT Field Goal,26,47,263,,
Stephen Curry,1,3PT Field Goal,26,146,227,,
Stephen Curry,1,3PT Field Goal,26,97,246,,
Stephen Curry,1,3PT Field Goal,26,-32,261,,
Stephen Curry,1,3PT Field Goal,26,-116,236,,
Stephen Curry,1,3PT Field Goal,25,-92,236,,
Stephen Curry,0,3PT Field Goal,25,-93,238,,
Stephen Curry,1,3PT Field Goal,27,-71,269,,
Stephen Curry,0,3PT Field Goal,28,152,242,,
Stephen Curry,1,3PT Field Goal,26,-81,249,,
Stephen Curry,1,3PT Field Goal,25,-198,164,,
Stephen Curry,1,3PT Field Goal,28,124,252,,
Stephen Curry,1,2PT Field Goal,17,114,138,,
Stephen Curry,0,2PT Field Goal,3,7,33,,
Stephen Curry,0,2PT Field Goal,22,-112,192,,
Stephen Curry,0,3PT Field Goal,27,-4,274,,
Stephen Curry,0,3PT Field Goal,26,72,254,,
Stephen Curry,0,3PT Field Goal,27,144,236,,
Stephen Curry,0,2PT Field Goal,3,-15,26,,
Stephen Curry,1,3PT Field Goal,24,193,156,,
Stephen Curry,1,3PT Field Goal,23,233,0,,
Stephen Curry,0,2PT Field Goal,21,108,184,,
Stephen Curry,1,3PT Field Goal,25,10,252,,
Stephen Curry,0,3PT Field Goal,24,-174,170,,
Stephen Curry,0,3PT Field Goal,24,78,230,,
Stephen Curry,0,3PT Field Goal,24,-128,205,,
Stephen Curry,0,3PT Field Goal,26,185,183,,
Stephen Curry,0,3PT Field Goal,24,0,242,,
Stephen Curry,0,2PT Field Goal,13,-133,20,,
Stephen Curry,0,2PT Field Goal,17,-29,175,,
Stephen Curry,0,3PT Field Goal,23,231,-11,,
Stephen Curry,1,2PT Field Goal,21,-174,119,,
Stephen Curry,1,3PT Field Goal,26,152,222,,
Stephen Curry,0,2PT Field Goal,15,-16,154,,
Stephen Curry,0,3PT Field Goal,25,141,213,,
Stephen Curry,0,3PT Field Goal,25,-122,228,,
Stephen Curry,0,3PT Field Goal,25,-175,181,,
Stephen Curry,0,3PT Field Goal,25,163,201,,
Stephen Curry,0,2PT Field Goal,22,-155,162,,
Stephen Curry,0,3PT Field Goal,25,28,258,,
Stephen Curry,0,2PT Field Goal,14,72,124,,
Stephen Curry,1,3PT Field Goal,22,226,6,,
Stephen Curry,1,2PT Field Goal,19,-38,189,,
Stephen Curry,1,3PT Field Goal,26,-133,228,,
Stephen Curry,1,3PT Field Goal,24,234,85,,
Stephen Curry,1,3PT Field Goal,23,-235,14,,
Stephen Curry,1,3PT Field Goal,26,149,214,,
Stephen Curry,0,2PT Field Goal,5,47,20,,
Stephen Curry,1,3PT Field Goal,24,108,217,,
Stephen Curry,1,2PT Field Goal,17,0,176,,
Stephen Curry,1,3PT Field Goal,25,0,257,,
Stephen Curry,1,3PT Field Goal,25,121,224,,
Stephen Curry,0,3PT Field Goal,78,-187,758,,
Stephen Curry,1,2PT Field Goal,19,64,189,,
Stephen Curry,0,3PT Field Goal,25,-79,246,,
Stephen Curry,0,3PT Field Goal,24,239,64,,
Stephen Curry,0,3PT Field Goal,25,170,190,,
Stephen Curry,0,3PT Field Goal,24,110,222,,
Stephen Curry,1,3PT Field Goal,26,103,239,,
Stephen Curry,0,3PT Field Goal,27,118,247,,
Stephen Curry,0,2PT Field Goal,14,-144,36,,
Stephen Curry,0,3PT Field Goal,26,-127,233,,
Stephen Curry,0,3PT Field Goal,26,185,184,,
Stephen Curry,0,3PT Field Goal,25,-191,170,,
Stephen Curry,0,2PT Field Goal,4,-16,47,,
Stephen Curry,0,3PT Field Goal,27,135,242,,
Stephen Curry,1,3PT Field Goal,24,177,173,,
Stephen Curry,0,3PT Field Goal,23,28,238,,
Stephen Curry,0,2PT Field Goal,18,18,186,,
Stephen Curry,0,3PT Field Goal,29,-120,266,,
Stephen Curry,0,2PT Field Goal,18,-122,137,,
Stephen Curry,0,3PT Field Goal,25,1,254,,
Stephen Curry,1,2PT Field Goal,20,-207,-10,,
Stephen Curry,0,2PT Field Goal,17,-38,170,,
Stephen Curry,1,3PT Field Goal,23,-232,-17,,
Stephen Curry,1,2PT Field Goal,19,-56,183,,
Stephen Curry,0,2PT Field Goal,19,114,154,,
Stephen Curry,1,3PT Field Goal,26,2,266,,
Stephen Curry,1,3PT Field Goal,23,-234,-3,,
Stephen Curry,1,2PT Field Goal,6,61,22,,
Stephen Curry,1,3PT Field Goal,24,-239,42,,
Stephen Curry,0,3PT Field Goal,25,1,258,,
Stephen Curry,0,3PT Field Goal,25,-35,255,,
Stephen Curry,0,3PT Field Goal,26,-70,260,,
Stephen Curry,0,3PT Field Goal,25,9,258,,
Stephen Curry,0,3PT Field Goal,26,171,198,,
Stephen Curry,1,2PT Field Goal,20,-108,175,,
Stephen Curry,1,3PT Field Goal,28,163,228,,
Stephen Curry,1,3PT Field Goal,22,228,20,,
Stephen Curry,1,3PT Field Goal,22,-223,34,,
Stephen Curry,0,2PT Field Goal,21,129,172,,
Stephen Curry,0,3PT Field Goal,26,-163,213,,
Stephen Curry,1,3PT Field Goal,23,234,33,,
Stephen Curry,0,3PT Field Goal,25,-97,233,,
Stephen Curry,1,3PT Field Goal,23,-232,9,,
Stephen Curry,0,3PT Field Goal,32,157,279,,
Stephen Curry,1,3PT Field Goal,26,-209,156,,
Stephen Curry,1,3PT Field Goal,25,110,230,,
Stephen Curry,1,2PT Field Goal,17,-108,132,,
Stephen Curry,0,3PT Field Goal,28,-152,241,,
Stephen Curry,0,3PT Field Goal,26,13,269,,
Stephen Curry,0,3PT Field Goal,25,-221,135,,
Stephen Curry,1,3PT Field Goal,26,72,258,,
Stephen Curry,1,3PT Field Goal,28,-71,272,,
Stephen Curry,1,2PT Field Goal,20,103,183,,
Stephen Curry,1,3PT Field Goal,24,-175,176,,
Stephen Curry,1,3PT Field Goal,23,233,47,,
Stephen Curry,1,3PT Field Goal,29,-30,290,,
Stephen Curry,0,3PT Field Goal,25,151,209,,
Stephen Curry,0,3PT Field Goal,26,-119,233,,
Stephen Curry,1,2PT Field Goal,23,184,138,,
Stephen Curry,1,3PT Field Goal,25,225,127,,
Stephen Curry,0,3PT Field Goal,24,54,244,,
Stephen Curry,0,3PT Field Goal,28,-193,205,,
Stephen Curry,0,2PT Field Goal,19,110,159,,
Stephen Curry,0,2PT Field Goal,8,-8,89,,
Stephen Curry,0,2PT Field Goal,8,58,61,,
Stephen Curry,0,3PT Field Goal,25,177,183,,
Stephen Curry,0,3PT Field Goal,27,-105,250,,
Stephen Curry,1,3PT Field Goal,23,230,37,,
Stephen Curry,0,2PT Field Goal,23,-213,91,,
Stephen Curry,0,2PT Field Goal,22,-134,184,,
Stephen Curry,0,3PT Field Goal,25,-144,211,,
Stephen Curry,0,3PT Field Goal,25,-75,239,,
Stephen Curry,0,3PT Field Goal,24,77,231,,
Stephen Curry,0,2PT Field Goal,22,-205,82,,
Stephen Curry,0,2PT Field Goal,13,-86,110,,
Stephen Curry,0,2PT Field Goal,5,-51,17,,
Stephen Curry,1,3PT Field Goal,26,-149,222,,
Stephen Curry,1,2PT Field Goal,19,42,195,,
Stephen Curry,0,3PT Field Goal,26,116,235,,
Stephen Curry,0,2PT Field Goal,16,103,124,,
Stephen Curry,0,2PT Field Goal,13,132,23,,
Stephen Curry,0,3PT Field Goal,25,125,217,,
Stephen Curry,0,3PT Field Goal,26,124,239,,
Stephen Curry,0,2PT Field Goal,22,53,214,,
Stephen Curry,0,2PT Field Goal,22,-146,167,,
Stephen Curry,0,3PT Field Goal,25,56,250,,
Stephen Curry,1,3PT Field Goal,25,54,247,,
Stephen Curry,1,3PT Field Goal,26,-202,167,,
Stephen Curry,0,2PT Field Goal,20,61,198,,
Stephen Curry,0,2PT Field Goal,19,89,173,,
Stephen Curry,0,3PT Field Goal,28,-35,283,,
Stephen Curry,0,3PT Field Goal,26,47,261,,
Stephen Curry,0,3PT Field Goal,29,157,244,,
Stephen Curry,1,3PT Field Goal,26,206,165,,
Stephen Curry,1,2PT Field Goal,19,-40,192,,
Stephen Curry,1,3PT Field Goal,26,13,260,,
Stephen Curry,1,3PT Field Goal,23,-229,34,,
Stephen Curry,0,2PT Field Goal,22,0,224,,
Stephen Curry,1,3PT Field Goal,27,113,247,,
Stephen Curry,0,2PT Field Goal,10,20,102,,
Stephen Curry,1,2PT Field Goal,20,-78,189,,
Stephen Curry,0,2PT Field Goal,1,-5,17,,
Stephen Curry,1,2PT Field Goal,2,-19,9,,
Stephen Curry,0,2PT Field Goal,2,28,1,,
Stephen Curry,1,2PT Field Goal,2,-29,0,,
Stephen Curry,0,2PT Field Goal,2,26,-3,,
Stephen Curry,1,2PT Field Goal,1,-10,0,,
Stephen Curry,1,2PT Field Goal,2,1,28,,
Stephen Curry,0,2PT Field Goal,1,13,1,,
Stephen Curry,0,2PT Field Goal,2,15,17,,
Stephen Curry,0,2PT Field Goal,1,10,0,,
Stephen Curry,0,2PT Field Goal,1,-11,11,,
Stephen Curry,1,2PT Field Goal,1,18,1,,
Stephen Curry,1,2PT Field Goal,1,0,12,,
Stephen Curry,0,2PT Field Goal,2,20,4,,
Stephen Curry,1,2PT Field Goal,1,-10,4,,
Stephen Curry,0,2PT Field Goal,2,-21,6,,
Stephen Curry,0,2PT Field Goal,3,1,36,,
Stephen Curry,0,2PT Field Goal,2,-11,22,,
Stephen Curry,0,2PT Field Goal,1,10,12,,
Stephen Curry,1,2PT Field Goal,0,0,-5,,
Stephen Curry,1,2PT Field Goal,1,0,15,,
Stephen Curry,1,2PT Field Goal,1,13,1,,
Stephen Curry,0,2PT Field Goal,1,-11,-3,,
Stephen Curry,1,2PT Field Goal,1,-11,-2,,
Stephen Curry,1,2PT Field Goal,2,26,0,,
Stephen Curry,0,2PT Field Goal,2,6,25,,
Stephen Curry,0,2PT Field Goal,1,0,12,,
Stephen Curry,0,2PT Field Goal,2,23,11,,
Stephen Curry,0,2PT Field Goal,2,0,23,,
Stephen Curry,0,2PT Field Goal,2,-19,15,,
Stephen Curry,0,2PT Field Goal,0,-8,-3,,
Stephen Curry,0,2PT Field Goal,2,-24,9,,
Stephen Curry,0,2PT Field Goal,0,-5,6,,
Stephen Curry,0,2PT Field Goal,2,-16,19,,
Stephen Curry,1,2PT Field Goal,1,7,11,,
Stephen Curry,1,2PT Field Goal,0,6,4,,
Stephen Curry,1,2PT Field Goal,2,-21,6,,
Stephen Curry,0,2PT Field Goal,2,12,23,,
Stephen Curry,0,2PT Field Goal,1,6,17,,
Stephen Curry,0,2PT Field Goal,1,9,12,,
Stephen Curry,1,2PT Field Goal,0,-2,0,,
Stephen Curry,0,2PT Field Goal,0,-7,4,,
Stephen Curry,0,2PT Field Goal,0,0,3,,
Stephen Curry,1,2PT Field Goal,0,-5,-5,,
Stephen Curry,1,2PT Field Goal,1,7,14,,
Stephen Curry,0,2PT Field Goal,2,18,19,,
Stephen Curry,0,2PT Field Goal,2,-18,15,,
Stephen Curry,1,2PT Field Goal,2,18,12,,
Stephen Curry,0,2PT Field Goal,0,9,1,,
Stephen Curry,0,2PT Field Goal,2,17,22,,
Stephen Curry,1,2PT Field Goal,2,15,20,,
Stephen Curry,1,2PT Field Goal,0,7,0,,
Stephen Curry,0,2PT Field Goal,2,2,20,,
Stephen Curry,0,2PT Field Goal,2,15,25,,
Stephen Curry,0,2PT Field Goal,2,23,6,,
Stephen Curry,1,2PT Field Goal,0,4,-3,,
Stephen Curry,1,2PT Field Goal,0,-2,4,,
Stephen Curry,0,2PT Field Goal,5,50,1,,
Stephen Curry,0,2PT Field Goal,2,9,25,,
Stephen Curry,1,2PT Field Goal,1,6,12,,
Stephen Curry,0,2PT Field Goal,2,18,22,,
Stephen Curry,1,2PT Field Goal,1,13,14,,
Stephen Curry,0,2PT Field Goal,1,10,1,,
Stephen Curry,0,2PT Field Goal,1,9,9,,
Stephen Curry,0,2PT Field Goal,16,113,116,,
Stephen Curry,1,3PT Field Goal,26,20,266,,
Stephen Curry,1,2PT Field Goal,13,-127,45,,
Stephen Curry,1,2PT Field Goal,10,-87,58,,
Stephen Curry,0,3PT Field Goal,24,-134,209,,
Stephen Curry,1,3PT Field Goal,28,133,247,,
Stephen Curry,0,2PT Field Goal,20,-105,179,,
Stephen Curry,1,3PT Field Goal,27,-205,189,,
Stephen Curry,0,3PT Field Goal,27,-79,266,,
Stephen Curry,1,2PT Field Goal,14,2,145,,
Stephen Curry,1,3PT Field Goal,23,-239,15,,
Stephen Curry,1,3PT Field Goal,25,105,233,,
Stephen Curry,1,2PT Field Goal,14,-2,149,,
Stephen Curry,1,3PT Field Goal,31,-134,285,,
Stephen Curry,1,3PT Field Goal,24,-240,-5,,
Stephen Curry,1,3PT Field Goal,25,-101,238,,
Stephen Curry,0,3PT Field Goal,25,-52,254,,
Stephen Curry,0,3PT Field Goal,25,-18,258,,
Stephen Curry,1,3PT Field Goal,23,233,4,,
Stephen Curry,1,3PT Field Goal,25,228,110,,
Stephen Curry,1,2PT Field Goal,19,102,170,,
Stephen Curry,1,2PT Field Goal,21,-141,167,,
Stephen Curry,1,3PT Field Goal,25,77,242,,
Stephen Curry,0,3PT Field Goal,26,-157,219,,
Stephen Curry,1,3PT Field Goal,27,136,235,,
Stephen Curry,1,3PT Field Goal,25,121,225,,
Stephen Curry,1,2PT Field Goal,10,-46,96,,
Stephen Curry,1,3PT Field Goal,26,64,254,,
Stephen Curry,0,3PT Field Goal,25,-205,149,,
Stephen Curry,1,3PT Field Goal,23,-231,50,,
Stephen Curry,0,3PT Field Goal,25,206,145,,
Stephen Curry,0,3PT Field Goal,25,201,153,,
Stephen Curry,1,3PT Field Goal,27,204,181,,
Stephen Curry,1,3PT Field Goal,27,-172,213,,
Stephen Curry,1,3PT Field Goal,24,64,238,,
Stephen Curry,0,2PT Field Goal,19,-105,159,,
Stephen Curry,0,3PT Field Goal,23,-232,26,,
Stephen Curry,0,3PT Field Goal,26,77,252,,
Stephen Curry,1,3PT Field Goal,25,-224,129,,
Stephen Curry,1,2PT Field Goal,19,-136,142,,
Stephen Curry,1,3PT Field Goal,28,-209,189,,
Stephen Curry,0,3PT Field Goal,25,-35,257,,
Stephen Curry,1,3PT Field Goal,25,-16,257,,
Stephen Curry,1,3PT Field Goal,26,-193,183,,
Stephen Curry,1,2PT Field Goal,20,-150,138,,
Stephen Curry,0,3PT Field Goal,29,-193,225,,
Stephen Curry,1,3PT Field Goal,27,163,224,,
Stephen Curry,1,2PT Field Goal,16,83,143,,
Stephen Curry,0,3PT Field Goal,26,163,205,,
Stephen Curry,0,2PT Field Goal,19,-114,153,,
Stephen Curry,1,3PT Field Goal,24,-212,118,,
Stephen Curry,1,3PT Field Goal,27,-52,268,,
Stephen Curry,0,3PT Field Goal,23,-229,52,,
Stephen Curry,1,3PT Field Goal,24,-166,178,,
Stephen Curry,1,3PT Field Goal,28,-40,279,,
Stephen Curry,1,2PT Field Goal,21,-105,190,,
Stephen Curry,0,3PT Field Goal,49,-109,484,,
Stephen Curry,1,3PT Field Goal,23,-234,19,,
Stephen Curry,1,3PT Field Goal,27,163,217,,
Stephen Curry,0,3PT Field Goal,28,144,244,,
Stephen Curry,0,2PT Field Goal,19,129,146,,
Stephen Curry,0,3PT Field Goal,25,-209,140,,
Stephen Curry,1,2PT Field Goal,21,-16,211,,
Stephen Curry,1,3PT Field Goal,26,125,233,,
Stephen Curry,1,3PT Field Goal,26,-109,246,,
Stephen Curry,1,3PT Field Goal,28,132,249,,
Stephen Curry,1,3PT Field Goal,25,-194,164,,
Stephen Curry,1,3PT Field Goal,27,-127,246,,
Stephen Curry,1,3PT Field Goal,26,138,227,,
Stephen Curry,0,3PT Field Goal,25,-52,252,,
Stephen Curry,1,3PT Field Goal,25,-15,254,,
Stephen Curry,0,3PT Field Goal,26,-41,258,,
Stephen Curry,0,3PT Field Goal,28,-92,266,,
Stephen Curry,1,2PT Field Goal,18,136,129,,
Stephen Curry,0,3PT Field Goal,26,-117,236,,
Stephen Curry,0,3PT Field Goal,22,-223,55,,
Stephen Curry,0,3PT Field Goal,28,-196,203,,
Stephen Curry,1,3PT Field Goal,27,154,227,,
Stephen Curry,1,2PT Field Goal,14,59,132,,
Stephen Curry,1,3PT Field Goal,25,209,138,,
Stephen Curry,0,3PT Field Goal,23,231,44,,
Stephen Curry,0,3PT Field Goal,23,234,26,,
Stephen Curry,0,3PT Field Goal,27,-97,252,,
Stephen Curry,0,2PT Field Goal,20,2,209,,
Stephen Curry,1,2PT Field Goal,17,-141,101,,
Stephen Curry,1,3PT Field Goal,27,196,187,,
Stephen Curry,0,2PT Field Goal,19,-177,89,,
Stephen Curry,0,3PT Field Goal,25,203,162,,
Stephen Curry,1,3PT Field Goal,26,75,257,,
Stephen Curry,1,3PT Field Goal,23,-232,26,,
Stephen Curry,1,3PT Field Goal,27,-147,236,,
Stephen Curry,1,3PT Field Goal,23,230,48,,
Stephen Curry,0,2PT Field Goal,4,-23,44,,
Stephen Curry,0,3PT Field Goal,25,176,187,,
Stephen Curry,1,2PT Field Goal,18,61,175,,
Stephen Curry,0,3PT Field Goal,55,-134,534,,
Stephen Curry,1,3PT Field Goal,23,237,4,,
Stephen Curry,0,2PT Field Goal,9,91,31,,
Stephen Curry,0,3PT Field Goal,25,28,255,,
Stephen Curry,0,3PT Field Goal,28,181,214,,
Stephen Curry,1,3PT Field Goal,25,-207,149,,
Stephen Curry,1,3PT Field Goal,25,113,224,,
Stephen Curry,1,3PT Field Goal,26,32,261,,
Stephen Curry,1,3PT Field Goal,23,-234,6,,
Stephen Curry,1,2PT Field Goal,18,-116,142,,
Stephen Curry,1,3PT Field Goal,24,-193,148,,
Stephen Curry,1,3PT Field Goal,26,122,233,,
Stephen Curry,1,2PT Field Goal,14,64,127,,
Stephen Curry,0,3PT Field Goal,25,-205,151,,
Stephen Curry,0,3PT Field Goal,26,-29,265,,
Stephen Curry,0,3PT Field Goal,26,-43,257,,
Stephen Curry,0,3PT Field Goal,24,2,246,,
Stephen Curry,0,3PT Field Goal,23,230,36,,
Stephen Curry,1,3PT Field Goal,26,-38,266,,
Stephen Curry,0,2PT Field Goal,19,-43,187,,
Stephen Curry,0,3PT Field Goal,27,125,247,,
Stephen Curry,0,3PT Field Goal,27,141,236,,
Stephen Curry,0,3PT Field Goal,26,212,154,,
Stephen Curry,0,3PT Field Goal,29,-168,242,,
Stephen Curry,0,3PT Field Goal,53,-164,512,,
Stephen Curry,1,3PT Field Goal,22,-224,52,,
Stephen Curry,1,2PT Field Goal,14,121,86,,
Stephen Curry,1,2PT Field Goal,16,163,33,,
Stephen Curry,1,3PT Field Goal,23,237,15,,
Stephen Curry,1,3PT Field Goal,26,-169,205,,
Stephen Curry,0,2PT Field Goal,22,-111,190,,
Stephen Curry,0,2PT Field Goal,18,-123,143,,
Stephen Curry,1,3PT Field Goal,24,222,108,,
Stephen Curry,1,2PT Field Goal,14,21,148,,
Stephen Curry,0,3PT Field Goal,26,-64,255,,
Stephen Curry,1,2PT Field Goal,18,10,183,,
Stephen Curry,1,3PT Field Goal,26,-52,263,,
Stephen Curry,1,2PT Field Goal,16,-4,162,,
